"id","date","manner_of_death","armed","age","gender","race","city","state","signs_of_mental_illness","threat_level","flee","body_camera"
585,"2015-06-29","shot","gun",51,"MALE","WHITE","Edinburg","NY","True","attack","Not fleeing","False"
586,"2015-06-30","shot","gun",52,"MALE","WHITE","Franklin","NC","False","attack","Not fleeing","False"
587,"2015-07-01","shot","vehicle",24,"MALE","BLACK","McMinnville","OR","False","attack","Foot","False"
589,"2015-07-01","shot","gun",32,"MALE","WHITE","Josephine County","OR","False","attack","Car","False"
588,"2015-07-02","shot","toy weapon",45,"MALE","WHITE","Brockton","MA","True","attack","Not fleeing","False"
601,"2015-07-02","shot","knife",60,"MALE","ASIAN","San Diego","CA","False","other","Not fleeing","False"
603,"2015-07-02","shot","unarmed",23,"MALE","BLACK","Jacksonville","FL","False","attack","Foot","False"
604,"2015-07-02","shot","crossbow",59,"MALE","","Meadow Bridge","WV","True","attack","Not fleeing","False"
597,"2015-07-03","shot and Tasered","knife",27,"MALE","HISPANIC","West Covina","CA","False","attack","Not fleeing","False"
598,"2015-07-03","shot","gun",46,"MALE","HISPANIC","Lancaster","CA","False","attack","Not fleeing","False"
599,"2015-07-03","shot","gun",33,"MALE","HISPANIC","Camden","NJ","True","attack","Not fleeing","False"
602,"2015-07-03","shot","gun",40,"MALE","WHITE","Miami Beach","FL","False","attack","Not fleeing","False"
591,"2015-07-04","shot","gun",42,"MALE","BLACK","Oklahoma City","OK","False","attack","Foot","False"
595,"2015-07-04","shot","gun",37,"MALE","WHITE","Morristown","TN","False","attack","Not fleeing","False"
596,"2015-07-04","shot","gun",23,"MALE","BLACK","Newport News","VA","False","attack","Foot","False"
600,"2015-07-04","shot","gun",36,"MALE","WHITE","Henderson","NV","False","attack","Not fleeing","False"
592,"2015-07-05","shot","unarmed",19,"MALE","WHITE","Pleasanton","CA","False","attack","Foot","False"
593,"2015-07-05","shot","gun",35,"MALE","WHITE","Austin","TX","False","attack","Foot","False"
594,"2015-07-05","shot and Tasered","toy weapon",25,"MALE","WHITE","Austin","TX","True","attack","Not fleeing","False"
605,"2015-07-05","shot","unarmed",43,"MALE","WHITE","Hawaiian Gardens","CA","False","other","Not fleeing","False"
590,"2015-07-06","shot","gun",20,"MALE","WHITE","Oklahoma City","OK","False","attack","Not fleeing","False"
606,"2015-07-06","shot","knife",42,"MALE","WHITE","Bath","NH","True","other","Not fleeing","True"
607,"2015-07-06","shot and Tasered","knife",42,"MALE","HISPANIC","Atwater","CA","False","attack","Car","False"
610,"2015-07-06","shot and Tasered","vehicle",31,"MALE","WHITE","Lakewood","CA","True","attack","Other","False"
619,"2015-07-06","shot","knife",29,"MALE","BLACK","Los Angeles","CA","False","attack","Not fleeing","False"
608,"2015-07-07","shot","gun",18,"MALE","BLACK","Houston","TX","False","attack","Not fleeing","False"
609,"2015-07-07","shot","metal pole",33,"MALE","WHITE","Mesa","AZ","False","other","Not fleeing","False"
611,"2015-07-07","shot","gun",59,"MALE","WHITE","Dallas","TX","False","attack","Not fleeing","False"
614,"2015-07-07","shot","gun",47,"MALE","HISPANIC","Bakersfield","CA","False","attack","Not fleeing","False"
615,"2015-07-07","shot","gun",39,"MALE","HISPANIC","Edinburg","TX","True","attack","Not fleeing","False"
616,"2015-07-07","shot","knife",37,"MALE","BLACK","Atlantic City","NJ","False","attack","Foot","False"
617,"2015-07-07","shot","gun",35,"MALE","WHITE","Sugar Creek","MO","False","attack","Car","False"
618,"2015-07-07","shot","knife",28,"MALE","WHITE","Elizabethtown","KY","False","other","Not fleeing","False"
620,"2015-07-08","shot","gun",59,"MALE","WHITE","Beaverton","OR","False","attack","Not fleeing","False"
621,"2015-07-08","shot","vehicle",62,"MALE","WHITE","Ashe County","NC","False","attack","Car","True"
622,"2015-07-09","shot","gun",50,"MALE","WHITE","Parowan","UT","False","attack","Not fleeing","False"
623,"2015-07-09","shot","gun",68,"MALE","WHITE","Phoenix","AZ","False","attack","Foot","False"
624,"2015-07-09","shot","gun",27,"MALE","BLACK","Chicago","IL","False","attack","Foot","False"
625,"2015-07-09","shot","gun",17,"MALE","WHITE","Boulder Creek","CA","True","attack","Not fleeing","False"
627,"2015-07-09","shot and Tasered","Taser",38,"MALE","WHITE","Los Angeles","CA","False","attack","Other","False"
634,"2015-07-09","shot","sword",21,"MALE","BLACK","Kansas City","MO","False","other","Not fleeing","False"
626,"2015-07-10","shot","gun",54,"MALE","WHITE","Las Vegas","NV","True","attack","Not fleeing","True"
630,"2015-07-10","shot","gun",20,"MALE","BLACK","Covington","GA","False","attack","Not fleeing","False"
1152,"2015-07-10","shot","gun",25,"MALE","BLACK","Chicago","IL","False","attack","Not fleeing","False"
637,"2015-07-11","shot","gun",31,"MALE","WHITE","Olivehurst","CA","False","attack","Not fleeing","False"
628,"2015-07-12","shot","knife",35,"MALE","NATIVE AMERICAN","Denver","CO","True","other","Foot","False"
631,"2015-07-12","shot and Tasered","unarmed",36,"MALE","BLACK","Plantation","FL","False","attack","Not fleeing","False"
632,"2015-07-12","shot","gun",60,"MALE","WHITE","Austin","TX","False","attack","Foot","False"
633,"2015-07-12","shot","gun",24,"MALE","WHITE","River Forest","IL","False","attack","Not fleeing","False"
636,"2015-07-12","shot","gun",27,"MALE","WHITE","Casper","WY","False","attack","Not fleeing","False"
629,"2015-07-13","shot","gun",20,"MALE","BLACK","Stone Mountain","GA","False","attack","Not fleeing","False"
635,"2015-07-13","shot","gun",24,"MALE","WHITE","Dunsmuir","CA","False","attack","Car","False"
638,"2015-07-13","shot","vehicle",23,"MALE","HISPANIC","Lynn","MA","False","attack","Not fleeing","False"
645,"2015-07-13","shot and Tasered","box cutter",41,"MALE","WHITE","Los Angeles","CA","False","other","Not fleeing","False"
639,"2015-07-14","shot","gun",20,"MALE","BLACK","Mascotte","FL","False","attack","Not fleeing","False"
641,"2015-07-14","shot","gun",76,"MALE","","Southington","OH","False","attack","Not fleeing","False"
643,"2015-07-15","shot and Tasered","metal pipe",43,"MALE","WHITE","Marion","MI","True","other","Not fleeing","False"
642,"2015-07-16","shot and Tasered","metal hand tool",25,"MALE","BLACK","Moreno Valley","CA","True","other","Not fleeing","False"
646,"2015-07-16","shot","sword",29,"MALE","HISPANIC","Wauwatosa","WI","True","other","Not fleeing","False"
647,"2015-07-16","shot","gun",35,"MALE","BLACK","Homestead","FL","False","attack","Not fleeing","False"
648,"2015-07-16","shot","gun",30,"MALE","WHITE","Kansas City","KS","False","attack","Other","False"
649,"2015-07-16","shot","gun",24,"MALE","OTHER","Chattanooga","TN","True","attack","Not fleeing","False"
656,"2015-07-16","shot","gun",23,"MALE","NATIVE AMERICAN","Cheyenne","WY","False","attack","Not fleeing","False"
664,"2015-07-16","shot","gun",29,"MALE","WHITE","Opp","AL","False","attack","Foot","False"
644,"2015-07-17","shot","knife",27,"MALE","WHITE","Seattle","WA","False","other","Foot","False"
651,"2015-07-17","shot and Tasered","unarmed",23,"MALE","BLACK","Orlando","FL","False","attack","Foot","False"
655,"2015-07-17","shot","gun",50,"MALE","WHITE","Needles","CA","True","attack","Not fleeing","False"
657,"2015-07-17","shot","unarmed",19,"MALE","BLACK","Memphis","TN","False","attack","Foot","False"
660,"2015-07-17","shot","undetermined",24,"MALE","HISPANIC","Brownsville","TX","False","other","Other","False"
650,"2015-07-18","shot","knife",22,"MALE","WHITE","Fort Collins","CO","True","attack","Not fleeing","False"
652,"2015-07-18","shot","gun",46,"MALE","WHITE","Phoenix","AZ","False","attack","Not fleeing","False"
654,"2015-07-18","shot","gun",65,"MALE","WHITE","Colby","KS","False","attack","Not fleeing","False"
653,"2015-07-19","shot","unarmed",43,"MALE","BLACK","Mt. Auburn","OH","False","other","Car","True"
658,"2015-07-20","shot","gun",35,"MALE","WHITE","Winnie","TX","False","attack","Other","False"
759,"2015-07-20","shot","knife",54,"MALE","","Fremont","CA","False","other","Not fleeing","False"
661,"2015-07-21","shot","unarmed",47,"MALE","WHITE","White","GA","False","other","Not fleeing","False"
662,"2015-07-21","shot","gun",24,"MALE","WHITE","Oakland Park","FL","False","other","Car","False"
663,"2015-07-21","shot","gun",35,"MALE","WHITE","Jesup","GA","False","attack","Not fleeing","False"
666,"2015-07-22","shot","gun",25,"MALE","HISPANIC","Monroe","WI","False","attack","Not fleeing","False"
667,"2015-07-22","shot and Tasered","knife",26,"MALE","BLACK","Oklahoma City","OK","False","other","Other","False"
669,"2015-07-22","shot","gun",27,"MALE","BLACK","Philadelphia","PA","False","attack","Not fleeing","False"
668,"2015-07-23","shot","gun",34,"MALE","BLACK","Dayton","OH","False","attack","Not fleeing","False"
670,"2015-07-23","shot and Tasered","unarmed",31,"MALE","WHITE","Plymouth","MN","True","attack","Not fleeing","False"
671,"2015-07-23","shot","gun",32,"MALE","WHITE","Myrtle Beach","SC","False","attack","Not fleeing","False"
672,"2015-07-23","shot","toy weapon",47,"MALE","WHITE","Douglas","WY","False","attack","Not fleeing","False"
673,"2015-07-23","shot","gun",44,"FEMALE","WHITE","Meadow Vista","CA","True","attack","Not fleeing","False"
674,"2015-07-24","shot","gun",44,"MALE","WHITE","Studio City","CA","False","attack","Not fleeing","False"
675,"2015-07-24","shot and Tasered","knife",30,"MALE","WHITE","Pinnacle","NC","False","other","Not fleeing","False"
676,"2015-07-25","shot","blunt object",60,"MALE","WHITE","New Orleans","LA","True","attack","Car","False"
677,"2015-07-25","shot","gun",50,"MALE","WHITE","Decatur","GA","True","attack","Not fleeing","False"
678,"2015-07-25","shot","toy weapon",36,"MALE","BLACK","Las Vegas","NV","False","attack","Not fleeing","False"
685,"2015-07-25","shot","gun",59,"MALE","BLACK","Micanopy","FL","False","attack","Not fleeing","False"
679,"2015-07-26","shot","gun",33,"MALE","BLACK","Shreveport","LA","False","attack","Not fleeing","False"
680,"2015-07-26","shot","vehicle",19,"MALE","WHITE","Seneca","SC","False","other","Other","False"
681,"2015-07-27","shot","knife",56,"MALE","WHITE","Irmo","SC","False","attack","Not fleeing","False"
682,"2015-07-27","shot","toy weapon",45,"MALE","WHITE","Houma","LA","True","attack","Car","False"
683,"2015-07-27","shot and Tasered","knife",22,"MALE","WHITE","Boulder","CO","False","other","Not fleeing","False"
684,"2015-07-28","shot","knife",41,"MALE","","Manila","AR","False","other","Not fleeing","False"
686,"2015-07-29","shot","gun",34,"MALE","HISPANIC","Las Cruces","NM","False","undetermined","Foot","False"
687,"2015-07-29","shot","gun",53,"MALE","WHITE","Logan","UT","True","attack","Not fleeing","False"
688,"2015-07-30","shot","gun",48,"MALE","WHITE","Gardnerville Ranchos","NV","False","attack","Not fleeing","False"
689,"2015-07-30","shot","gun",25,"MALE","WHITE","Dunsmuir","CA","False","attack","Car","False"
690,"2015-07-30","shot","gun",30,"MALE","HISPANIC","Fort Worth","TX","False","attack","Not fleeing","False"
691,"2015-07-30","shot and Tasered","metal stick",47,"MALE","HISPANIC","Whittier","CA","False","attack","Not fleeing","False"
692,"2015-07-31","shot","gun",33,"MALE","HISPANIC","Albuquerque","NM","False","attack","Not fleeing","True"
693,"2015-07-31","shot","gun",34,"MALE","WHITE","Roswell","NM","False","attack","Not fleeing","False"
694,"2015-08-01","shot","gun",52,"MALE","","Nitro","WV","False","attack","Not fleeing","False"
696,"2015-08-01","shot","gun",29,"MALE","HISPANIC","Tucson","AZ","False","attack","Not fleeing","False"
695,"2015-08-02","shot","vehicle",63,"MALE","WHITE","Houston","TX","True","other","Not fleeing","False"
697,"2015-08-03","shot","gun",49,"MALE","BLACK","Oakland","CA","False","attack","Not fleeing","False"
698,"2015-08-03","shot","gun",18,"MALE","WHITE","Campbelltown","PA","False","attack","Foot","False"
699,"2015-08-03","shot","gun",71,"MALE","WHITE","Powhatan County","VA","False","attack","Not fleeing","False"
700,"2015-08-03","shot","toy weapon",35,"MALE","WHITE","Muncie","IN","True","attack","Not fleeing","False"
701,"2015-08-04","shot","undetermined",55,"MALE","HISPANIC","San Diego County","CA","True","other","Not fleeing","False"
702,"2015-08-04","shot","gun",31,"MALE","BLACK","Rantoul","IL","True","undetermined","Not fleeing","True"
703,"2015-08-05","shot","knife",18,"MALE","WHITE","Louisville","KY","False","attack","Not fleeing","False"
704,"2015-08-05","shot","knife",51,"MALE","WHITE","Greenfield","WI","True","other","Not fleeing","False"
705,"2015-08-05","shot","gun",39,"MALE","BLACK","Maui","HI","False","attack","Not fleeing","False"
706,"2015-08-05","shot","gun",20,"MALE","BLACK","Richmond","VA","False","attack","Foot","False"
707,"2015-08-05","shot","hatchet",29,"MALE","WHITE","Antioch","TN","True","attack","Not fleeing","False"
708,"2015-08-05","shot","gun",40,"MALE","WHITE","Tacoma","WA","False","attack","Not fleeing","False"
710,"2015-08-06","shot","knife",42,"MALE","HISPANIC","Elsmere","KY","False","attack","Not fleeing","False"
737,"2015-08-06","shot","gun",22,"MALE","BLACK","El Paso","TX","False","attack","Car","False"
711,"2015-08-07","shot","unarmed",19,"MALE","BLACK","Arlington","TX","False","other","Not fleeing","False"
712,"2015-08-07","shot","sharp object",24,"MALE","HISPANIC","Las Vegas","NV","True","other","Not fleeing","True"
713,"2015-08-07","shot","toy weapon",30,"MALE","WHITE","Fresno","CA","True","attack","Not fleeing","False"
718,"2015-08-07","shot","vehicle",53,"MALE","WHITE","Superior","MT","False","other","Car","False"
720,"2015-08-07","shot","gun",25,"MALE","BLACK","Greenville","NC","False","attack","Not fleeing","False"
721,"2015-08-07","shot","knife",28,"MALE","BLACK","Long Beach","CA","False","attack","Not fleeing","False"
716,"2015-08-08","shot","gun",33,"MALE","","Brookshire","TX","False","attack","Not fleeing","False"
719,"2015-08-08","shot","gun",24,"MALE","BLACK","Summerville","SC","False","attack","Car","False"
722,"2015-08-08","shot","gun",59,"MALE","WHITE","Gastonia","NC","False","attack","Not fleeing","False"
723,"2015-08-08","shot","gun",46,"MALE","WHITE","Spokane","WA","False","attack","Not fleeing","False"
715,"2015-08-09","shot","vehicle",15,"MALE","BLACK","Indianapolis","IN","False","attack","Not fleeing","False"
717,"2015-08-09","shot","gun",41,"MALE","WHITE","Ardmore","OK","True","attack","Not fleeing","False"
724,"2015-08-09","shot","toy weapon",77,"MALE","","Pittston","PA","True","attack","Not fleeing","False"
727,"2015-08-09","shot","meat cleaver",22,"MALE","HISPANIC","San Jose","CA","False","attack","Foot","False"
725,"2015-08-10","shot","vehicle",24,"MALE","WHITE","Gilbert","AZ","False","other","Not fleeing","False"
728,"2015-08-11","shot","gun",34,"MALE","WHITE","Sandpoint","ID","False","attack","Not fleeing","False"
730,"2015-08-11","shot and Tasered","knife",48,"MALE","WHITE","Waco","TX","False","other","Not fleeing","False"
729,"2015-08-12","shot","gun",24,"MALE","WHITE","Odessa","TX","False","attack","Not fleeing","False"
731,"2015-08-12","shot","gun",27,"MALE","BLACK","Oakland","CA","False","attack","Car","True"
732,"2015-08-12","shot and Tasered","knife",30,"FEMALE","BLACK","Los Angeles","CA","False","other","Not fleeing","False"
733,"2015-08-12","shot","gun",27,"MALE","HISPANIC","Hemet","CA","False","attack","Car","False"
735,"2015-08-12","shot","gun",27,"MALE","BLACK","Toledo","OH","False","attack","Car","False"
736,"2015-08-12","shot","gun",49,"MALE","WHITE","Hobbs","NM","False","undetermined","Car","False"
738,"2015-08-14","shot","gun",38,"MALE","BLACK","Staten Island","NY","False","attack","Not fleeing","False"
739,"2015-08-14","shot","gun",26,"MALE","HISPANIC","Boerne","TX","False","attack","Not fleeing","False"
740,"2015-08-14","shot","unarmed",30,"MALE","BLACK","District Heights","MD","True","attack","Foot","False"
750,"2015-08-14","shot and Tasered","box cutter",53,"MALE","WHITE","Bolton","CT","False","attack","Car","False"
741,"2015-08-15","shot and Tasered","unarmed",43,"MALE","WHITE","Hanover","IN","False","attack","Not fleeing","False"
742,"2015-08-15","shot","gun",23,"MALE","BLACK","Sunnyvale","CA","False","attack","Not fleeing","False"
743,"2015-08-15","shot","",34,"MALE","BLACK","Inyokern","CA","False","attack","Not fleeing","False"
744,"2015-08-15","shot","gun",30,"MALE","WHITE","Carson City","NV","False","attack","Not fleeing","False"
745,"2015-08-16","shot","gun",29,"MALE","HISPANIC","San Jose","CA","False","other","Not fleeing","False"
746,"2015-08-16","shot","gun",47,"MALE","WHITE","Kerrville","TX","False","attack","Not fleeing","False"
748,"2015-08-17","shot","gun",35,"MALE","BLACK","Houston","TX","False","attack","Not fleeing","False"
749,"2015-08-17","shot","unarmed",40,"MALE","HISPANIC","San Jose","CA","False","other","Foot","False"
751,"2015-08-19","shot","gun",18,"MALE","BLACK","St. Louis","MO","False","attack","Foot","False"
752,"2015-08-19","shot","gun",24,"MALE","BLACK","Bloomfield Township","MI","False","attack","Car","False"
753,"2015-08-19","shot","gun",29,"MALE","WHITE","Hunters","WA","True","attack","Foot","False"
754,"2015-08-19","shot","gun",44,"MALE","WHITE","Canton","NC","True","attack","Not fleeing","False"
881,"2015-08-20","shot","gun",19,"MALE","WHITE","Beverly","OH","True","attack","Not fleeing","False"
755,"2015-08-20","shot and Tasered","unarmed",50,"MALE","WHITE","Tuscaloosa","AL","True","attack","Not fleeing","False"
756,"2015-08-20","shot","gun",17,"MALE","HISPANIC","Ontario","CA","True","attack","Not fleeing","False"
758,"2015-08-21","shot","gun",57,"MALE","WHITE","Grapeview","WA","True","attack","Not fleeing","False"
760,"2015-08-21","shot","vehicle",30,"MALE","WHITE","North East","MD","False","attack","Car","False"
761,"2015-08-21","shot","knife",38,"MALE","WHITE","Wake Forest","NC","False","other","Not fleeing","False"
762,"2015-08-22","shot","gun",31,"MALE","WHITE","Cohasset","MN","False","attack","Not fleeing","False"
763,"2015-08-22","shot and Tasered","gun",39,"MALE","BLACK","Troy","NY","False","attack","Foot","False"
764,"2015-08-22","shot","carjack",29,"MALE","WHITE","Bakersfield","CA","False","undetermined","Not fleeing","False"
765,"2015-08-22","shot","vehicle",26,"MALE","WHITE","Wichita","KS","False","attack","Car","False"
766,"2015-08-22","shot","knife",64,"MALE","WHITE","King George","VA","False","other","Not fleeing","False"
768,"2015-08-23","shot","gun",36,"MALE","WHITE","Jacksonville","FL","True","attack","Not fleeing","False"
769,"2015-08-23","shot","gun",36,"MALE","WHITE","Arab","AL","False","attack","Car","False"
771,"2015-08-23","shot","toy weapon",21,"MALE","WHITE","Brick Township","NJ","False","attack","Not fleeing","False"
772,"2015-08-23","shot","gun",53,"MALE","BLACK","Archdale","NC","False","attack","Not fleeing","False"
767,"2015-08-23","shot","gun",57,"MALE","WHITE","Las Vegas","NV","False","attack","Not fleeing","False"
770,"2015-08-25","shot","gun",30,"MALE","HISPANIC","Santa Fe","NM","False","attack","Foot","False"
773,"2015-08-25","shot","knife",34,"MALE","BLACK","West Chester","PA","False","attack","Not fleeing","False"
774,"2015-08-25","shot","gun",53,"MALE","WHITE","Thonotosassa","FL","False","attack","Not fleeing","False"
775,"2015-08-25","shot","gun",45,"MALE","WHITE","Phoenix","AZ","False","attack","Not fleeing","False"
779,"2015-08-25","shot","gun",22,"MALE","HISPANIC","Miami","FL","False","attack","Not fleeing","False"
776,"2015-08-26","shot","toy weapon",22,"MALE","WHITE","Hendersonville","TN","True","attack","Not fleeing","False"
777,"2015-08-26","shot","gun",46,"MALE","WHITE","Chattanooga","TN","False","attack","Car","False"
780,"2015-08-26","shot","gun",27,"MALE","WHITE","West Jordan","UT","True","attack","Not fleeing","False"
781,"2015-08-27","shot and Tasered","box cutter",42,"MALE","BLACK","Dallas","TX","False","attack","Not fleeing","False"
782,"2015-08-27","shot","chain",30,"MALE","BLACK","Oakland","CA","False","attack","Not fleeing","True"
783,"2015-08-27","shot","box cutter",54,"MALE","WHITE","San Diego","CA","False","other","Not fleeing","True"
784,"2015-08-27","shot","contractors level",29,"MALE","HISPANIC","Los Angeles","CA","False","attack","Not fleeing","False"
785,"2015-08-28","shot","undetermined",41,"MALE","HISPANIC","San Antonio","TX","True","undetermined","Not fleeing","False"
786,"2015-08-28","shot","gun",28,"MALE","WHITE","Spanish Fork","UT","True","attack","Not fleeing","True"
788,"2015-08-28","shot","unarmed",61,"MALE","BLACK","Mount Vernon","NY","False","other","Not fleeing","False"
793,"2015-08-28","shot","gun",23,"MALE","WHITE","Longview","TX","False","attack","Not fleeing","False"
787,"2015-08-29","shot","gun",25,"MALE","BLACK","North Las Vegas","NV","False","attack","Foot","False"
789,"2015-08-29","shot","knife",,"MALE","WHITE","San Antonio","TX","False","other","Not fleeing","False"
795,"2015-08-29","shot","unarmed",29,"MALE","HISPANIC","Chicago","IL","False","undetermined","Car","False"
790,"2015-08-30","shot","gun",20,"MALE","WHITE","Cushing","OK","False","attack","Not fleeing","False"
791,"2015-08-30","shot","gun",40,"MALE","HISPANIC","Tucson","AZ","False","attack","Not fleeing","False"
792,"2015-08-31","shot","knife",45,"MALE","WHITE","Loveland","CO","False","attack","Foot","False"
794,"2015-09-01","shot","guns and explosives",33,"MALE","BLACK","Bluefield","WV","False","attack","Foot","False"
797,"2015-09-01","shot","gun",76,"MALE","WHITE","Twinsburg","OH","False","attack","Not fleeing","False"
798,"2015-09-01","shot","gun",47,"MALE","WHITE","Artesia","NM","False","attack","Not fleeing","False"
799,"2015-09-02","shot","gun",45,"MALE","WHITE","Prescott","AZ","True","attack","Not fleeing","True"
1409,"2015-09-03","shot","unarmed",40,"MALE","HISPANIC","Fresno","CA","True","attack","Not fleeing","True"
800,"2015-09-04","shot","gun",37,"MALE","WHITE","Mitchell","SD","True","attack","Not fleeing","False"
801,"2015-09-04","shot and Tasered","metal pipe",49,"MALE","HISPANIC","French Lick","IN","False","attack","Not fleeing","False"
802,"2015-09-04","shot","gun",27,"MALE","WHITE","Weitchpec","CA","False","attack","Car","False"
803,"2015-09-04","shot","gun",36,"MALE","WHITE","Springtown","TX","False","attack","Not fleeing","False"
804,"2015-09-04","shot","knife",23,"MALE","WHITE","Merrimack","NH","True","other","Not fleeing","False"
805,"2015-09-05","shot","toy weapon",21,"MALE","BLACK","Durham","NC","True","attack","Not fleeing","False"
806,"2015-09-05","shot","metal pipe",32,"MALE","HISPANIC","Ontario","CA","True","other","Not fleeing","True"
807,"2015-09-05","shot","gun",35,"MALE","BLACK","Virginia Beach","VA","False","attack","Not fleeing","False"
808,"2015-09-05","shot","unarmed",28,"FEMALE","BLACK","Virginia Beach","VA","False","undetermined","Not fleeing","False"
809,"2015-09-06","shot","gun",59,"MALE","HISPANIC","Little Havana","FL","False","attack","Car","False"
810,"2015-09-06","shot","gun",28,"MALE","BLACK","Shreveport","LA","True","attack","Car","False"
811,"2015-09-06","shot","gun",45,"MALE","WHITE","Hobbs","NM","False","attack","Not fleeing","False"
813,"2015-09-07","shot","metal pipe",45,"MALE","HISPANIC","Fresno","CA","False","other","Foot","True"
836,"2015-09-08","shot","gun",19,"MALE","NATIVE AMERICAN","Fairbanks","AK","False","attack","Not fleeing","False"
812,"2015-09-09","shot","gun",25,"MALE","WHITE","Ashwaubenon","WI","False","attack","Not fleeing","False"
815,"2015-09-09","shot","guns and explosives",37,"MALE","BLACK","Kansas City","MO","True","other","Not fleeing","False"
816,"2015-09-09","shot","gun",33,"MALE","NATIVE AMERICAN","Fairbanks","AK","False","attack","Car","False"
879,"2015-09-09","shot","knife",59,"MALE","ASIAN","El Monte","CA","False","attack","Not fleeing","False"
817,"2015-09-10","shot","knife",31,"MALE","ASIAN","Potsdam","NY","False","attack","Not fleeing","False"
818,"2015-09-10","shot","knife",35,"MALE","","Fontana","CA","True","other","Not fleeing","False"
819,"2015-09-10","shot","gun",29,"MALE","BLACK","Indianapolis","IN","False","attack","Not fleeing","False"
820,"2015-09-10","shot","gun",32,"MALE","WHITE","Lodi","CA","False","attack","Foot","False"
823,"2015-09-10","shot","gun",41,"MALE","HISPANIC","Downey","CA","False","attack","Car","False"
824,"2015-09-11","shot","gun",31,"MALE","WHITE","Chester","PA","False","attack","Not fleeing","False"
831,"2015-09-11","shot","gun",44,"MALE","WHITE","Broomfield","CO","False","attack","Car","False"
822,"2015-09-12","shot","undetermined",23,"MALE","WHITE","Sylacauga","AL","False","undetermined","Other","False"
878,"2015-09-12","shot","gun",45,"MALE","WHITE","West Knox","TN","False","attack","Not fleeing","False"
821,"2015-09-13","shot","gun",39,"MALE","WHITE","Wellman","IA","True","attack","Not fleeing","False"
825,"2015-09-13","shot","gun",67,"MALE","BLACK","McAlester","OK","True","attack","Not fleeing","False"
827,"2015-09-13","shot","gun",29,"MALE","WHITE","Clute","TX","False","attack","Car","False"
828,"2015-09-14","shot","gun",25,"MALE","BLACK","Princeton","KY","False","attack","Car","False"
829,"2015-09-14","shot","unarmed",28,"MALE","WHITE","Barstow","CA","True","attack","Not fleeing","False"
830,"2015-09-15","shot","unknown weapon",21,"MALE","BLACK","Chalmette","LA","False","attack","Not fleeing","False"
832,"2015-09-15","shot","gun",32,"MALE","HISPANIC","Panorama City","CA","False","attack","Not fleeing","True"
833,"2015-09-15","shot","gun",51,"MALE","HISPANIC","Miami","FL","True","undetermined","Car","False"
834,"2015-09-15","shot","gun",39,"MALE","HISPANIC","Los Angeles","CA","False","attack","Not fleeing","False"
837,"2015-09-15","shot","gun",27,"MALE","BLACK","Alexandria","LA","False","other","Not fleeing","False"
835,"2015-09-16","shot","gun",31,"MALE","WHITE","Lead","SD","True","attack","Foot","False"
838,"2015-09-17","shot","gun",50,"MALE","WHITE","Beaverton","MI","False","attack","Not fleeing","False"
839,"2015-09-17","shot","gun",,"MALE","WHITE","Brodhead","KY","False","attack","Not fleeing","False"
843,"2015-09-18","shot","vehicle",32,"MALE","WHITE","San Bernardino","CA","False","undetermined","Car","False"
844,"2015-09-18","shot","undetermined",47,"MALE","WHITE","Dickson","TN","False","undetermined","Not fleeing","False"
842,"2015-09-19","shot","gun",46,"MALE","WHITE","Slidell","LA","False","attack","Car","False"
846,"2015-09-19","shot","gun",57,"MALE","WHITE","Washington County","AL","True","attack","Not fleeing","True"
845,"2015-09-20","shot","gun",23,"MALE","WHITE","Harrisonburg","VA","False","attack","Not fleeing","True"
847,"2015-09-20","shot","gun",56,"MALE","WHITE","Shelbyville","IN","False","attack","Not fleeing","False"
840,"2015-09-21","shot","gun",24,"MALE","HISPANIC","Dallas","TX","True","attack","Not fleeing","False"
848,"2015-09-21","shot","gun",27,"MALE","WHITE","Sand City","CA","False","attack","Not fleeing","False"
849,"2015-09-21","shot","gun",23,"FEMALE","WHITE","Sand City","CA","False","attack","Not fleeing","False"
850,"2015-09-21","shot and Tasered","unarmed",21,"MALE","WHITE","Paris","TX","False","attack","Not fleeing","False"
851,"2015-09-21","shot","gun",26,"MALE","WHITE","Barberville","FL","False","attack","Not fleeing","False"
852,"2015-09-21","shot","stapler",34,"MALE","HISPANIC","Auburndale","FL","False","other","Foot","False"
853,"2015-09-22","shot","gun",32,"MALE","BLACK","Oakland","CA","False","attack","Car","False"
854,"2015-09-22","shot","gun",33,"MALE","WHITE","Niceville","FL","True","attack","Not fleeing","False"
855,"2015-09-22","shot","gun",55,"MALE","WHITE","Happy Valley","CA","True","attack","Not fleeing","False"
856,"2015-09-22","shot","gun",26,"MALE","","North Las Vegas","NV","False","attack","Not fleeing","False"
857,"2015-09-23","shot","knife",48,"MALE","OTHER","Salt Lake City","UT","False","attack","Not fleeing","False"
858,"2015-09-23","shot","gun",35,"MALE","WHITE","McKinney","TX","False","attack","Not fleeing","False"
859,"2015-09-23","shot","unarmed",19,"MALE","BLACK","Reisterstown","MD","False","other","Foot","False"
861,"2015-09-23","shot","gun",45,"MALE","WHITE","Grayson County","VA","False","attack","Not fleeing","False"
862,"2015-09-23","shot","gun",28,"MALE","BLACK","Wilmington","DE","True","undetermined","Not fleeing","False"
860,"2015-09-24","shot","knife",42,"MALE","HISPANIC","Miami","FL","False","attack","Not fleeing","False"
